   name,Character,r0le,TITLE,  Type,release Year,genres,imdb sc0re,imdb v0tes
Yurika Kubo,Kaede Azusagawa (voice),ACTOR,Rascal Does Not Dream of Bunny Girl Senpai,SHOW,2018,"['comedy', 'thriller', 'animation', 'fantasy', 'romance', 'drama']",8.1,11117.0
Inori Minase,Shoko Makinohara (voice),ACTOR,Rascal Does Not Dream of Bunny Girl Senpai,SHOW,2018,"['comedy', 'thriller', 'animation', 'fantasy', 'romance', 'drama']",8.1,11117.0
Katie Douglas,Vivien,ACTOR,Level 16,MOVIE,2018,"['scifi', 'thriller', 'drama', 'european']",6.0,11823.0
Celina Martin,Sophia,ACTOR,Level 16,MOVIE,2018,"['scifi', 'thriller', 'drama', 'european']",6.0,11823.0
Peter Outerbridge,Dr. Miro,ACTOR,Level 16,MOVIE,2018,"['scifi', 'thriller', 'drama', 'european']",6.0,11823.0
Sara Canning,Miss Brixil,ACTOR,Level 16,MOVIE,2018,"['scifi', 'thriller', 'drama', 'european']",6.0,11823.0
Alexis Whelan,Ava,ACTOR,Level 16,MOVIE,2018,"['scifi', 'thriller', 'drama', 'european']",6.0,11823.0
Amalia Williamson,Rita,ACTOR,Level 16,MOVIE,2018,"['scifi', 'thriller', 'drama', 'european']",6.0,11823.0
Josette Halpert,Olivia,ACTOR,Level 16,MOVIE,2018,"['scifi', 'thriller', 'drama', 'european']",6.0,11823.0
Kate Vickery,Hedy,ACTOR,Level 16,MOVIE,2018,"['scifi', 'thriller', 'drama', 'european']",6.0,11823.0
Kiana Madeira,Clara,ACTOR,Level 16,MOVIE,2018,"['scifi', 'thriller', 'drama', 'european']",6.0,11823.0
Alex Steele,Audrey,ACTOR,Level 16,MOVIE,2018,"['scifi', 'thriller', 'drama', 'european']",6.0,11823.0
Sydney Meyer,Grace,ACTOR,Level 16,MOVIE,2018,"['scifi', 'thriller', 'drama', 'european']",6.0,11823.0
Joelle Farrow,Veronica,ACTOR,Level 16,MOVIE,2018,"['scifi', 'thriller', 'drama', 'european']",6.0,11823.0
Sarah DaSilva,Young Vivien,ACTOR,Level 16,MOVIE,2018,"['scifi', 'thriller', 'drama', 'european']",6.0,11823.0
Lori Phun,Young Sofia,ACTOR,Level 16,MOVIE,2018,"['scifi', 'thriller', 'drama', 'european']",6.0,11823.0
Vladimir Tsyglian,Alex / Limping Guard,ACTOR,Level 16,MOVIE,2018,"['scifi', 'thriller', 'drama', 'european']",6.0,11823.0
Val Ovtcharov,Ivan / Bored Guard,ACTOR,Level 16,MOVIE,2018,"['scifi', 'thriller', 'drama', 'european']",6.0,11823.0
James Purcell,Mr. Denison,ACTOR,Level 16,MOVIE,2018,"['scifi', 'thriller', 'drama', 'european']",6.0,11823.0
Voytek Skrzeta,Gang Member #1,ACTOR,Level 16,MOVIE,2018,"['scifi', 'thriller', 'drama', 'european']",6.0,11823.0
Marie Carriere Gleason,Video Teacher,ACTOR,Level 16,MOVIE,2018,"['scifi', 'thriller', 'drama', 'european']",6.0,11823.0
Kayleigh Shikanai,Greta,ACTOR,Level 16,MOVIE,2018,"['scifi', 'thriller', 'drama', 'european']",6.0,11823.0
Yasmin Lau,May,ACTOR,Level 16,MOVIE,2018,"['scifi', 'thriller', 'drama', 'european']",6.0,11823.0
Shanice Johnson,Nathalie,ACTOR,Level 16,MOVIE,2018,"['scifi', 'thriller', 'drama', 'european']",6.0,11823.0
Kiana Chartrand,Sleepy Girl,ACTOR,Level 16,MOVIE,2018,"['scifi', 'thriller', 'drama', 'european']",6.0,11823.0
Birva Pandya,Frightened Girl,ACTOR,Level 16,MOVIE,2018,"['scifi', 'thriller', 'drama', 'european']",6.0,11823.0
Trinity Doucette,Concerned girl,ACTOR,Level 16,MOVIE,2018,"['scifi', 'thriller', 'drama', 'european']",6.0,11823.0
Margaret Maye,Woman Police Officer,ACTOR,Level 16,MOVIE,2018,"['scifi', 'thriller', 'drama', 'european']",6.0,11823.0
Leo Vernik,Level 10 Guard,ACTOR,Level 16,MOVIE,2018,"['scifi', 'thriller', 'drama', 'european']",6.0,11823.0
Sheila McCarthy,Mrs. Denison,ACTOR,Level 16,MOVIE,2018,"['scifi', 'thriller', 'drama', 'european']",6.0,11823.0
Danishka Esterhazy,unknown,DIRECTOR,Level 16,MOVIE,2018,"['scifi', 'thriller', 'drama', 'european']",6.0,11823.0
Jan Broberg,Self,ACTOR,Abducted in Plain Sight,MOVIE,2018,"['crime', 'documentation', 'thriller', 'drama']",6.8,18165.0
Mary Ann Broberg,Self,ACTOR,Abducted in Plain Sight,MOVIE,2018,"['crime', 'documentation', 'thriller', 'drama']",6.8,18165.0
Bob Broberg,Self,ACTOR,Abducted in Plain Sight,MOVIE,2018,"['crime', 'documentation', 'thriller', 'drama']",6.8,18165.0
Susan Broberg,Self,ACTOR,Abducted in Plain Sight,MOVIE,2018,"['crime', 'documentation', 'thriller', 'drama']",6.8,18165.0
Karen Campbell,Self,ACTOR,Abducted in Plain Sight,MOVIE,2018,"['crime', 'documentation', 'thriller', 'drama']",6.8,18165.0
Joe Berchtold,Self,ACTOR,Abducted in Plain Sight,MOVIE,2018,"['crime', 'documentation', 'thriller', 'drama']",6.8,18165.0
Cor Hoffman,Self,ACTOR,Abducted in Plain Sight,MOVIE,2018,"['crime', 'documentation', 'thriller', 'drama']",6.8,18165.0
Annette E. Belnap,Self,ACTOR,Abducted in Plain Sight,MOVIE,2018,"['crime', 'documentation', 'thriller', 'drama']",6.8,18165.0
Danielle Holjeson,Self,ACTOR,Abducted in Plain Sight,MOVIE,2018,"['crime', 'documentation', 'thriller', 'drama']",6.8,18165.0
Sinclair DuMont,Jan Broberg,ACTOR,Abducted in Plain Sight,MOVIE,2018,"['crime', 'documentation', 'thriller', 'drama']",6.8,18165.0
Emily Kincaid,Gail Berchtold,ACTOR,Abducted in Plain Sight,MOVIE,2018,"['crime', 'documentation', 'thriller', 'drama']",6.8,18165.0
Devin Ordoyne,Robert Berchtold,ACTOR,Abducted in Plain Sight,MOVIE,2018,"['crime', 'documentation', 'thriller', 'drama']",6.8,18165.0
Sara Caldart Olson,Mary Ann Broberg,ACTOR,Abducted in Plain Sight,MOVIE,2018,"['crime', 'documentation', 'thriller', 'drama']",6.8,18165.0
Bella Onori,Karen Broberg,ACTOR,Abducted in Plain Sight,MOVIE,2018,"['crime', 'documentation', 'thriller', 'drama']",6.8,18165.0
Lila Onori,Susan Broberg,ACTOR,Abducted in Plain Sight,MOVIE,2018,"['crime', 'documentation', 'thriller', 'drama']",6.8,18165.0
Lainee Rhodes,Young Jan Broberg,ACTOR,Abducted in Plain Sight,MOVIE,2018,"['crime', 'documentation', 'thriller', 'drama']",6.8,18165.0
Skye Borgman,unknown,DIRECTOR,Abducted in Plain Sight,MOVIE,2018,"['crime', 'documentation', 'thriller', 'drama']",6.8,18165.0
Adam Sandler,Danny Meyerowitz,ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
Ben Stiller,Matthew Meyerowitz,ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
Dustin Hoffman,Harold Meyerowitz,ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
Emma Thompson,Maureen Meyerowitz,ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
Elizabeth Marvel,Jean Meyerowitz,ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
Grace Van Patten,Eliza Meyerowitz,ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
Candice Bergen,Julia Meyerowitz,ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
Adam Driver,Randy,ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
Judd Hirsch,L.J. Shapiro,ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
Rebecca Miller,Loretta Shapiro,ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
Matthew Shear,Gabe,ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
Danny Flaherty,Marcus,ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
Adam David Thompson,Brian,ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
Ronald Peet,James,ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
Hannah Mitchell,MOMA Employee,ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
Sigourney Weaver,Sigourney Weaver,ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
David Cromer,Glenn Twitchell,ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
James Hamilton,MOMA Guest,ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
Josh Hamilton,Loretta's Friend,ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
Gibson Frazier,Ma'itre d',ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
Jordan Carlos,Waiter,ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
Benjamin Thys,European Man,ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
Lyne Renee,European Woman,ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
Sakina Jaffrey,Dr. Malini Soni,ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
Gayle Rankin,Pam,ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
Michael Chernus,Male Nurse,ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
Cindy Cheung,Nurse #1,ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
Mandy Siegfried,Nurse #2,ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
Victor Cruz,Doctor (ICU),ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
Joel Bernstein,Doctor (End of Life),ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
Jerry Matz,Paul Epstein,ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
Germar Terrell Gardner,Paul's Nurse,ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
Mickey Sumner,Woman at Bard,ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
Justin Winley,Robin,ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
Kareem Williams,Nurse's Aide,ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
Carlos Jacott,Town Car Driver,ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
Nico Baumbach,Whitney Employee,ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
McManus Woodend,Gary,ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
Annabelle Dexter-Jones,Gallery Girl,ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
Marquis Rodriguez,College Kid #1,ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
Jared Sandler,College Kid #2,ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
Michael Birnberg,Restaurant Patron,ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
Jason Daunno,Guy at the Gallery,ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
Teniel Humeston,Gallery Girl,ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
Barbara Danicka,Gallery Marchant,ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
Greta Gerwig,Victoria (voice),ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
Jake Perlin,Jake,ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
Hannah Elizabeth Alexander,MOMA Guest,ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
Jarrett Winters Morley,Bard Student,ACTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
Noah Baumbach,unknown,DIRECTOR,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['comedy', 'drama']",6.9,48223.0
James Acaster,Himself,ACTOR,James Acaster: Repertoire,SHOW,2018,['comedy'],8.4,3686.0
Daniel Lucchesi,unknown,DIRECTOR,James Acaster: Repertoire,SHOW,2018,['comedy'],8.4,3686.0
Melanie Lynskey,Ruth Kimke,ACTOR,I Don't Feel at Home in This World Anymore,MOVIE,2017,"['drama', 'thriller', 'crime', 'comedy', 'european']",6.9,55549.0
Elijah Wood,Tony,ACTOR,I Don't Feel at Home in This World Anymore,MOVIE,2017,"['drama', 'thriller', 'crime', 'comedy', 'european']",6.9,55549.0
David Yow,Marshall,ACTOR,I Don't Feel at Home in This World Anymore,MOVIE,2017,"['drama', 'thriller', 'crime', 'comedy', 'european']",6.9,55549.0
Jane Levy,Dez,ACTOR,I Don't Feel at Home in This World Anymore,MOVIE,2017,"['drama', 'thriller', 'crime', 'comedy', 'european']",6.9,55549.0
Devon Graye,Christian,ACTOR,I Don't Feel at Home in This World Anymore,MOVIE,2017,"['drama', 'thriller', 'crime', 'comedy', 'european']",6.9,55549.0
Christine Woods,Meredith,ACTOR,I Don't Feel at Home in This World Anymore,MOVIE,2017,"['drama', 'thriller', 'crime', 'comedy', 'european']",6.9,55549.0
Robert Longstreet,Chris Rumack,ACTOR,I Don't Feel at Home in This World Anymore,MOVIE,2017,"['drama', 'thriller', 'crime', 'comedy', 'european']",6.9,55549.0
Gary Anthony Williams,Det. William Bendix,ACTOR,I Don't Feel at Home in This World Anymore,MOVIE,2017,"['drama', 'thriller', 'crime', 'comedy', 'european']",6.9,55549.0
Myron Natwick,Killer Sills,ACTOR,I Don't Feel at Home in This World Anymore,MOVIE,2017,"['drama', 'thriller', 'crime', 'comedy', 'european']",6.9,55549.0
Derek Mears,Donkey Dick,ACTOR,I Don't Feel at Home in This World Anymore,MOVIE,2017,"['drama', 'thriller', 'crime', 'comedy', 'european']",6.9,55549.0
Jason Manuel Olazabal,Cesar,ACTOR,I Don't Feel at Home in This World Anymore,MOVIE,2017,"['drama', 'thriller', 'crime', 'comedy', 'european']",6.9,55549.0
Lee Eddy,Angie,ACTOR,I Don't Feel at Home in This World Anymore,MOVIE,2017,"['drama', 'thriller', 'crime', 'comedy', 'european']",6.9,55549.0
Michelle Moreno,Jana,ACTOR,I Don't Feel at Home in This World Anymore,MOVIE,2017,"['drama', 'thriller', 'crime', 'comedy', 'european']",6.9,55549.0
Chris Doubek,News Radio (voice),ACTOR,I Don't Feel at Home in This World Anymore,MOVIE,2017,"['drama', 'thriller', 'crime', 'comedy', 'european']",6.9,55549.0
Marilyn Faith Hickey,Mrs. Hamble,ACTOR,I Don't Feel at Home in This World Anymore,MOVIE,2017,"['drama', 'thriller', 'crime', 'comedy', 'european']",6.9,55549.0
Macon Blair,Bar Dude,ACTOR,I Don't Feel at Home in This World Anymore,MOVIE,2017,"['drama', 'thriller', 'crime', 'comedy', 'european']",6.9,55549.0
Cristi Miles,Police Officer,ACTOR,I Don't Feel at Home in This World Anymore,MOVIE,2017,"['drama', 'thriller', 'crime', 'comedy', 'european']",6.9,55549.0
Wrick Jones,Yogurt Man,ACTOR,I Don't Feel at Home in This World Anymore,MOVIE,2017,"['drama', 'thriller', 'crime', 'comedy', 'european']",6.9,55549.0
Jeb Berrier,Gearhead,ACTOR,I Don't Feel at Home in This World Anymore,MOVIE,2017,"['drama', 'thriller', 'crime', 'comedy', 'european']",6.9,55549.0
Xander Willis,Khaleesi,ACTOR,I Don't Feel at Home in This World Anymore,MOVIE,2017,"['drama', 'thriller', 'crime', 'comedy', 'european']",6.9,55549.0
Kale Willis,Khaleesi,ACTOR,I Don't Feel at Home in This World Anymore,MOVIE,2017,"['drama', 'thriller', 'crime', 'comedy', 'european']",6.9,55549.0
Lana Dieterich,911 Operator,ACTOR,I Don't Feel at Home in This World Anymore,MOVIE,2017,"['drama', 'thriller', 'crime', 'comedy', 'european']",6.9,55549.0
J.J. Green,Push-Ups,ACTOR,I Don't Feel at Home in This World Anymore,MOVIE,2017,"['drama', 'thriller', 'crime', 'comedy', 'european']",6.9,55549.0
Taylor Tunes,Watermelon Girl,ACTOR,I Don't Feel at Home in This World Anymore,MOVIE,2017,"['drama', 'thriller', 'crime', 'comedy', 'european']",6.9,55549.0
Kayla Dixon,Redhead,ACTOR,I Don't Feel at Home in This World Anymore,MOVIE,2017,"['drama', 'thriller', 'crime', 'comedy', 'european']",6.9,55549.0
Audrey Walker,Party Wife,ACTOR,I Don't Feel at Home in This World Anymore,MOVIE,2017,"['drama', 'thriller', 'crime', 'comedy', 'european']",6.9,55549.0
Chris Sharp,Party Husband,ACTOR,I Don't Feel at Home in This World Anymore,MOVIE,2017,"['drama', 'thriller', 'crime', 'comedy', 'european']",6.9,55549.0
Robin Blair,Grandma Sally,ACTOR,I Don't Feel at Home in This World Anymore,MOVIE,2017,"['drama', 'thriller', 'crime', 'comedy', 'european']",6.9,55549.0
Buck Eddy-Blair,Young Ruth,ACTOR,I Don't Feel at Home in This World Anymore,MOVIE,2017,"['drama', 'thriller', 'crime', 'comedy', 'european']",6.9,55549.0
Josie Seid,ER Doctor,ACTOR,I Don't Feel at Home in This World Anymore,MOVIE,2017,"['drama', 'thriller', 'crime', 'comedy', 'european']",6.9,55549.0
Bill Blair,Minister,ACTOR,I Don't Feel at Home in This World Anymore,MOVIE,2017,"['drama', 'thriller', 'crime', 'comedy', 'european']",6.9,55549.0
Jana Lee Hamblin,Trixie,ACTOR,I Don't Feel at Home in This World Anymore,MOVIE,2017,"['drama', 'thriller', 'crime', 'comedy', 'european']",6.9,55549.0
Dana Millican,Giggles,ACTOR,I Don't Feel at Home in This World Anymore,MOVIE,2017,"['drama', 'thriller', 'crime', 'comedy', 'european']",6.9,55549.0
Ray Buckley,Sunglasses At Night,ACTOR,I Don't Feel at Home in This World Anymore,MOVIE,2017,"['drama', 'thriller', 'crime', 'comedy', 'european']",6.9,55549.0
Lenka Becvar,Chewin' Dip,ACTOR,I Don't Feel at Home in This World Anymore,MOVIE,2017,"['drama', 'thriller', 'crime', 'comedy', 'european']",6.9,55549.0
Asha Sawyer,Party Guest (uncredited),ACTOR,I Don't Feel at Home in This World Anymore,MOVIE,2017,"['drama', 'thriller', 'crime', 'comedy', 'european']",6.9,55549.0
Dagoberto Rodriguez,Big Fella,ACTOR,I Don't Feel at Home in This World Anymore,MOVIE,2017,"['drama', 'thriller', 'crime', 'comedy', 'european']",6.9,55549.0
Macon Blair,unknown,DIRECTOR,I Don't Feel at Home in This World Anymore,MOVIE,2017,"['drama', 'thriller', 'crime', 'comedy', 'european']",6.9,55549.0
Eden Sher,Beth,ACTOR,Step Sisters,MOVIE,2018,['comedy'],5.4,4496.0
Alessandra Torresani,Amber,ACTOR,Step Sisters,MOVIE,2018,['comedy'],5.4,4496.0
Megalyn Echikunwoke,Jamilah,ACTOR,Step Sisters,MOVIE,2018,['comedy'],5.4,4496.0
Gage Golightly,Libby,ACTOR,Step Sisters,MOVIE,2018,['comedy'],5.4,4496.0
Matt McGorry,Dane,ACTOR,Step Sisters,MOVIE,2018,['comedy'],5.4,4496.0
Naturi Naughton,Aisha,ACTOR,Step Sisters,MOVIE,2018,['comedy'],5.4,4496.0
Lyndon Smith,Danielle,ACTOR,Step Sisters,MOVIE,2018,['comedy'],5.4,4496.0
Shay Davila,Soroity girl,ACTOR,Step Sisters,MOVIE,2018,['comedy'],5.4,4496.0
Robert Curtis Brown,Dean Berman,ACTOR,Step Sisters,MOVIE,2018,['comedy'],5.4,4496.0
Hannah Jelinovic,Sorority Sister-Neighbor,ACTOR,Step Sisters,MOVIE,2018,['comedy'],5.4,4496.0
Jeff Glover,Hardware Store Employee,ACTOR,Step Sisters,MOVIE,2018,['comedy'],5.4,4496.0
L. Warren Young,Langston Bishop,ACTOR,Step Sisters,MOVIE,2018,['comedy'],5.4,4496.0
Marque Richardson,Kevin,ACTOR,Step Sisters,MOVIE,2018,['comedy'],5.4,4496.0
Nia Jervier,Saundra,ACTOR,Step Sisters,MOVIE,2018,['comedy'],5.4,4496.0
Sheryl Lee Ralph,Yvonne Bishop,ACTOR,Step Sisters,MOVIE,2018,['comedy'],5.4,4496.0
Ashlee Bree Gillum,Cheryl,ACTOR,Step Sisters,MOVIE,2018,['comedy'],5.4,4496.0
Jene Moore,Alani,ACTOR,Step Sisters,MOVIE,2018,['comedy'],5.4,4496.0
Anjelika Washington,Black Sorority Girl #3,ACTOR,Step Sisters,MOVIE,2018,['comedy'],5.4,4496.0
Hunter Deno,Core SBB Sister (uncredited),ACTOR,Step Sisters,MOVIE,2018,['comedy'],5.4,4496.0
Charles Stone III,unknown,DIRECTOR,Step Sisters,MOVIE,2018,['comedy'],5.4,4496.0
Koki Uchiyama,Akira Fudo,ACTOR,Devilman Crybaby,SHOW,2018,"['animation', 'action', 'scifi', 'drama', 'fantasy', 'horror']",7.6,19465.0
Ayumu Murase,Ryo Asuka,ACTOR,Devilman Crybaby,SHOW,2018,"['animation', 'action', 'scifi', 'drama', 'fantasy', 'horror']",7.6,19465.0
Megumi Han,Miki Makimura,ACTOR,Devilman Crybaby,SHOW,2018,"['animation', 'action', 'scifi', 'drama', 'fantasy', 'horror']",7.6,19465.0
Ami Koshimizu,Miki 'Miko' Kuroda,ACTOR,Devilman Crybaby,SHOW,2018,"['animation', 'action', 'scifi', 'drama', 'fantasy', 'horror']",7.6,19465.0
Atsuko Tanaka,Silene,ACTOR,Devilman Crybaby,SHOW,2018,"['animation', 'action', 'scifi', 'drama', 'fantasy', 'horror']",7.6,19465.0
Rikiya Koyama,Kaim,ACTOR,Devilman Crybaby,SHOW,2018,"['animation', 'action', 'scifi', 'drama', 'fantasy', 'horror']",7.6,19465.0
Akio Hirose,Jinmen,ACTOR,Devilman Crybaby,SHOW,2018,"['animation', 'action', 'scifi', 'drama', 'fantasy', 'horror']",7.6,19465.0
Yasuhiro Takato,Psycho Jenny,ACTOR,Devilman Crybaby,SHOW,2018,"['animation', 'action', 'scifi', 'drama', 'fantasy', 'horror']",7.6,19465.0
Subaru Kimura,Gabi,ACTOR,Devilman Crybaby,SHOW,2018,"['animation', 'action', 'scifi', 'drama', 'fantasy', 'horror']",7.6,19465.0
Sam Worthington,Mack Phillips,ACTOR,The Shack,MOVIE,2017,"['drama', 'fantasy']",6.2,35748.0
Octavia Spencer,Papa / Elouisa,ACTOR,The Shack,MOVIE,2017,"['drama', 'fantasy']",6.2,35748.0
Tim McGraw,Willie,ACTOR,The Shack,MOVIE,2017,"['drama', 'fantasy']",6.2,35748.0
Aviv Alush,Jesus,ACTOR,The Shack,MOVIE,2017,"['drama', 'fantasy']",6.2,35748.0
Sumire Matsubara,Sarayu,ACTOR,The Shack,MOVIE,2017,"['drama', 'fantasy']",6.2,35748.0
Radha Mitchell,Nan Phillips,ACTOR,The Shack,MOVIE,2017,"['drama', 'fantasy']",6.2,35748.0
Graham Greene,Male Papa,ACTOR,The Shack,MOVIE,2017,"['drama', 'fantasy']",6.2,35748.0
Gage Munroe,Jose Phillips,ACTOR,The Shack,MOVIE,2017,"['drama', 'fantasy']",6.2,35748.0
Megan Charpentier,Kate Phillips,ACTOR,The Shack,MOVIE,2017,"['drama', 'fantasy']",6.2,35748.0
Lane Edwards,Officer Dalton,ACTOR,The Shack,MOVIE,2017,"['drama', 'fantasy']",6.2,35748.0
Alice Braga,Sophia,ACTOR,The Shack,MOVIE,2017,"['drama', 'fantasy']",6.2,35748.0
Ryan Robbins,Emil Ducette,ACTOR,The Shack,MOVIE,2017,"['drama', 'fantasy']",6.2,35748.0
Emily Holmes,Vicky Ducette,ACTOR,The Shack,MOVIE,2017,"['drama', 'fantasy']",6.2,35748.0
Am??lie Eve,Missy Phillips,ACTOR,The Shack,MOVIE,2017,"['drama', 'fantasy']",6.2,35748.0
Jordyn Ashley Olson,Emily Ducette,ACTOR,The Shack,MOVIE,2017,"['drama', 'fantasy']",6.2,35748.0
Laura MacKillop,Amber Ducette,ACTOR,The Shack,MOVIE,2017,"['drama', 'fantasy']",6.2,35748.0
Derek Hamilton,Mack's Dad,ACTOR,The Shack,MOVIE,2017,"['drama', 'fantasy']",6.2,35748.0
Tanya Hubbard,Mack's mom,ACTOR,The Shack,MOVIE,2017,"['drama', 'fantasy']",6.2,35748.0
Carson Reaume,Young Mack Phillips,ACTOR,The Shack,MOVIE,2017,"['drama', 'fantasy']",6.2,35748.0
David Mackay,Preacher,ACTOR,The Shack,MOVIE,2017,"['drama', 'fantasy']",6.2,35748.0
Christopher Britton,Church Deacon,ACTOR,The Shack,MOVIE,2017,"['drama', 'fantasy']",6.2,35748.0
Kendall Cross,Special Agent Wikowski,ACTOR,The Shack,MOVIE,2017,"['drama', 'fantasy']",6.2,35748.0
Jay Brazeau,Tony,ACTOR,The Shack,MOVIE,2017,"['drama', 'fantasy']",6.2,35748.0
Greta Makena Gibson,Teenage Girl,ACTOR,The Shack,MOVIE,2017,"['drama', 'fantasy']",6.2,35748.0
David Longworth,Older Camper,ACTOR,The Shack,MOVIE,2017,"['drama', 'fantasy']",6.2,35748.0
Ty Olsson,1950s Mack's Grandpa,ACTOR,The Shack,MOVIE,2017,"['drama', 'fantasy']",6.2,35748.0
Leena Manro,Nurse,ACTOR,The Shack,MOVIE,2017,"['drama', 'fantasy']",6.2,35748.0
Kayla Fielding,Aly Taylor,ACTOR,The Shack,MOVIE,2017,"['drama', 'fantasy']",6.2,35748.0
Grace Netter,Girl on Bridge,ACTOR,The Shack,MOVIE,2017,"['drama', 'fantasy']",6.2,35748.0
Stuart Hazeldine,unknown,DIRECTOR,The Shack,MOVIE,2017,"['drama', 'fantasy']",6.2,35748.0
Bella Ramsey,Hilda (voice),ACTOR,Hilda,SHOW,2018,"['animation', 'family', 'scifi', 'drama', 'fantasy', 'comedy']",8.5,10283.0
Ameerah Falzon-Ojo,Frida (voice),ACTOR,Hilda,SHOW,2018,"['animation', 'family', 'scifi', 'drama', 'fantasy', 'comedy']",8.5,10283.0
