   name,Character,r0le,TITLE,  Type,release Year,genres,imdb sc0re,imdb v0tes
James Cromwell,William Donohue,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Danny Nucci,WitSec Deputy Monroe,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Andy Romano,Undersecretary of Defense Daniel Harper,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Nick Chinlund,WitSec Agent Calderon,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Michael Papajohn,WitSec Agent Schiffer,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Joe Viterelli,Tony Two-Toes,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Mark Rolston,J. Scar,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
John Slattery,FBI Agent Corman,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Robert Miranda,Frediano,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Roma Maffia,Claire Isaacs,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Tony Longo,Little Mike,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Gerry Becker,Morehart,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
John Snyder,Sal,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Melora Walters,Darleen,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Olek Krupa,Sergei Ivanovich Petrofsky,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Cylk Cozart,Darryl,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
K. Todd Freeman,Duton,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Rocco Sisto,Pauley,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Gerald Berns,Young Agent,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Steven Ford,Knoland,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
"Ismael ""East"" Carlo",Father Rodriguez,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Tommy J. Huff,Somes,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Rick Batalla,"Kevin, the Bartender",ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Michael Gregory,Leiman,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Patrick Kilpatrick,James Haggerty,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
James Short,Crane Sniper,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Camryn Manheim,Nurse at Cyrez Infirmary,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Skipp Sudduth,Watch Commander,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Anthony Fusco,WitSec Ops,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Gregory McKinney,WitSec Ops,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Craig Barnett,Clerk,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Corey Joshua Taylor,Officer,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Rick Marzan,Crawford,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Brian Libby,Perimeter Guy,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Danny Wynands,Perimeter Guy,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
David Fonteno,Security Official,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Sonny King,Security Guard,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Mike Cameron,Gate Guard,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Tim Colceri,Lobby Guard,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Dieter R. Trippel,Lobby Guard,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Matthew Mahaney,Vault Guard,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Denis Forest,Technician,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Christopher Mankiewicz,Zoo Guard,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Mike Stone,Zoo Killer #1,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Kevin Fry,Dock Guard,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Sam Scarber,Dock Guard,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Richie Varga,Secretary,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Ben Shenkman,Reporter,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Dominic Marcus,Reporter,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Pat Collins,Anchorman,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Dorin Seymour,Attorney,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Clayton Landey,WitSec Agent,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Terry Beeman,Dancer,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
M.G. Gong,Dancer,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Sebastian La Cause,Dancer,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Frank Minitello,Paramedic,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Charles Chiquette,Office Worker #1,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Glenndon Chatman,Glenndon,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Camille Winbush,Camille,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Vic Polizos,Hannon,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
James Frank Clark,Locomotive Engineer,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
David Bilson,Pilot,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Al Cerullo,Pilot,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Rick Shuster,Pilot,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Diana Morgan,Female Reporter,ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Michael Oliver,Russian Teen (uncredited),ACTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Chuck Russell,unknown,DIRECTOR,Eraser,MOVIE,1996,"['thriller', 'action', 'drama', 'crime']",6.1,110921.0
Megumi Ogata,Shinji Ikari (voice),ACTOR,Neon Genesis Evangelion: The End of Evangelion,MOVIE,1997,"['action', 'drama', 'animation', 'scifi', 'fantasy']",8.0,53152.0
Megumi Hayashibara,Rei Ayanami / Yui Ikari (voice),ACTOR,Neon Genesis Evangelion: The End of Evangelion,MOVIE,1997,"['action', 'drama', 'animation', 'scifi', 'fantasy']",8.0,53152.0
Kotono Mitsuishi,Misato Katsuragi (voice),ACTOR,Neon Genesis Evangelion: The End of Evangelion,MOVIE,1997,"['action', 'drama', 'animation', 'scifi', 'fantasy']",8.0,53152.0
Yuko Miyamura,Asuka Langley Soryu (voice),ACTOR,Neon Genesis Evangelion: The End of Evangelion,MOVIE,1997,"['action', 'drama', 'animation', 'scifi', 'fantasy']",8.0,53152.0
Fumihiko Tachiki,Gendo Ikari (voice),ACTOR,Neon Genesis Evangelion: The End of Evangelion,MOVIE,1997,"['action', 'drama', 'animation', 'scifi', 'fantasy']",8.0,53152.0
Miki Nagasawa,Maya Ibuki (voice),ACTOR,Neon Genesis Evangelion: The End of Evangelion,MOVIE,1997,"['action', 'drama', 'animation', 'scifi', 'fantasy']",8.0,53152.0
Takehito Koyasu,Shigeru Aoba (voice),ACTOR,Neon Genesis Evangelion: The End of Evangelion,MOVIE,1997,"['action', 'drama', 'animation', 'scifi', 'fantasy']",8.0,53152.0
Hiro Yuuki,Makoto Hyouga (voice),ACTOR,Neon Genesis Evangelion: The End of Evangelion,MOVIE,1997,"['action', 'drama', 'animation', 'scifi', 'fantasy']",8.0,53152.0
Yuriko Yamaguchi,Ritsuko Akagi (voice),ACTOR,Neon Genesis Evangelion: The End of Evangelion,MOVIE,1997,"['action', 'drama', 'animation', 'scifi', 'fantasy']",8.0,53152.0
Motomu Kiyokawa,Kozo Fuyutsuki (voice),ACTOR,Neon Genesis Evangelion: The End of Evangelion,MOVIE,1997,"['action', 'drama', 'animation', 'scifi', 'fantasy']",8.0,53152.0
Akira Ishida,Kaworu Nagisa (voice),ACTOR,Neon Genesis Evangelion: The End of Evangelion,MOVIE,1997,"['action', 'drama', 'animation', 'scifi', 'fantasy']",8.0,53152.0
Mugihito,Keel Lorenz (voice),ACTOR,Neon Genesis Evangelion: The End of Evangelion,MOVIE,1997,"['action', 'drama', 'animation', 'scifi', 'fantasy']",8.0,53152.0
Hideaki Anno,unknown,DIRECTOR,Neon Genesis Evangelion: The End of Evangelion,MOVIE,1997,"['action', 'drama', 'animation', 'scifi', 'fantasy']",8.0,53152.0
Kazuya Tsurumaki,unknown,DIRECTOR,Neon Genesis Evangelion: The End of Evangelion,MOVIE,1997,"['action', 'drama', 'animation', 'scifi', 'fantasy']",8.0,53152.0
